en,ks,domain
"Dialogue 655: Did Ayesha finish selling in Budgam?","مکالمہ 655: کیٛاہ Ayeshaن کوٚرا Budgam منٛز پلو کینان مکمل؟","conversation"
"Statement 656: Omar is visiting Pulwama to get a shoes.","بیان 656: Omar چھُ Pulwama گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 656: Did Omar finish searching in Pulwama?","مکالمہ 656: کیٛاہ Omarن کوٚرا Pulwama منٛز جوتی لبان مکمل؟","conversation"
"Statement 657: Zainab is visiting Ganderbal to get a house.","بیان 657: Zainab چھُ Ganderbal گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 657: Did Zainab finish bringing in Ganderbal?","مکالمہ 657: کیٛاہ Zainabن کوٚرا Ganderbal منٛز گھر انان مکمل؟","conversation"
"Statement 658: Sahil is visiting Jammu to get a car.","بیان 658: Sahil چھُ Jammu گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 658: Did Sahil finish making in Jammu?","مکالمہ 658: کیٛاہ Sahilن کوٚرا Jammu منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 659: Adil is visiting Delhi to get a key.","بیان 659: Adil چھُ Delhi گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 659: Did Adil finish learning in Delhi?","مکالمہ 659: کیٛاہ Adilن کوٚرا Delhi منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 660: Ahmad is visiting Srinagar to get a book.","بیان 660: Ahmad چھُ Srinagar گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 660: Did Ahmad finish reading in Srinagar?","مکالمہ 660: کیٛاہ Ahmadن کوٚرا Srinagar منٛز کتاب پران مکمل؟","conversation"
"Statement 661: Ali is visiting Gulmarg to get a pen.","بیان 661: Ali چھُ Gulmarg گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 661: Did Ali finish writing in Gulmarg?","مکالمہ 661: کیٛاہ Aliن کوٚرا Gulmarg منٛز قلم لیکھان مکمل؟","conversation"
"Statement 662: Zara is visiting Pahalgam to get a phone.","بیان 662: Zara چھُ Pahalgam گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 662: Did Zara finish eating in Pahalgam?","مکالمہ 662: کیٛاہ Zaraن کوٚرا Pahalgam منٛز فون کھوان مکمل؟","conversation"
"Statement 663: Sana is visiting Sonamarg to get a computer.","بیان 663: Sana چھُ Sonamarg گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 663: Did Sana finish drinking in Sonamarg?","مکالمہ 663: کیٛاہ Sanaن کوٚرا Sonamarg منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 664: Bilal is visiting Anantnag to get a bag.","بیان 664: Bilal چھُ Anantnag گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 664: Did Bilal finish buying in Anantnag?","مکالمہ 664: کیٛاہ Bilalن کوٚرا Anantnag منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 665: Tariq is visiting Baramulla to get a clothes.","بیان 665: Tariq چھُ Baramulla گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 665: Did Tariq finish selling in Baramulla?","مکالمہ 665: کیٛاہ Tariqن کوٚرا Baramulla منٛز پلو کینان مکمل؟","conversation"
"Statement 666: Fatima is visiting Kupwara to get a shoes.","بیان 666: Fatima چھُ Kupwara گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 666: Did Fatima finish searching in Kupwara?","مکالمہ 666: کیٛاہ Fatimaن کوٚرا Kupwara منٛز جوتی لبان مکمل؟","conversation"
"Statement 667: Ayesha is visiting Budgam to get a house.","بیان 667: Ayesha چھُ Budgam گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 667: Did Ayesha finish bringing in Budgam?","مکالمہ 667: کیٛاہ Ayeshaن کوٚرا Budgam منٛز گھر انان مکمل؟","conversation"
"Statement 668: Omar is visiting Pulwama to get a car.","بیان 668: Omar چھُ Pulwama گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 668: Did Omar finish making in Pulwama?","مکالمہ 668: کیٛاہ Omarن کوٚرا Pulwama منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 669: Zainab is visiting Ganderbal to get a key.","بیان 669: Zainab چھُ Ganderbal گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 669: Did Zainab finish learning in Ganderbal?","مکالمہ 669: کیٛاہ Zainabن کوٚرا Ganderbal منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 670: Sahil is visiting Jammu to get a book.","بیان 670: Sahil چھُ Jammu گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 670: Did Sahil finish reading in Jammu?","مکالمہ 670: کیٛاہ Sahilن کوٚرا Jammu منٛز کتاب پران مکمل؟","conversation"
"Statement 671: Adil is visiting Delhi to get a pen.","بیان 671: Adil چھُ Delhi گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 671: Did Adil finish writing in Delhi?","مکالمہ 671: کیٛاہ Adilن کوٚرا Delhi منٛز قلم لیکھان مکمل؟","conversation"
"Statement 672: Ahmad is visiting Srinagar to get a phone.","بیان 672: Ahmad چھُ Srinagar گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 672: Did Ahmad finish eating in Srinagar?","مکالمہ 672: کیٛاہ Ahmadن کوٚرا Srinagar منٛز فون کھوان مکمل؟","conversation"
"Statement 673: Ali is visiting Gulmarg to get a computer.","بیان 673: Ali چھُ Gulmarg گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 673: Did Ali finish drinking in Gulmarg?","مکالمہ 673: کیٛاہ Aliن کوٚرا Gulmarg منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 674: Zara is visiting Pahalgam to get a bag.","بیان 674: Zara چھُ Pahalgam گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 674: Did Zara finish buying in Pahalgam?","مکالمہ 674: کیٛاہ Zaraن کوٚرا Pahalgam منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 675: Sana is visiting Sonamarg to get a clothes.","بیان 675: Sana چھُ Sonamarg گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 675: Did Sana finish selling in Sonamarg?","مکالمہ 675: کیٛاہ Sanaن کوٚرا Sonamarg منٛز پلو کینان مکمل؟","conversation"
"Statement 676: Bilal is visiting Anantnag to get a shoes.","بیان 676: Bilal چھُ Anantnag گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 676: Did Bilal finish searching in Anantnag?","مکالمہ 676: کیٛاہ Bilalن کوٚرا Anantnag منٛز جوتی لبان مکمل؟","conversation"
"Statement 677: Tariq is visiting Baramulla to get a house.","بیان 677: Tariq چھُ Baramulla گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 677: Did Tariq finish bringing in Baramulla?","مکالمہ 677: کیٛاہ Tariqن کوٚرا Baramulla منٛز گھر انان مکمل؟","conversation"
"Statement 678: Fatima is visiting Kupwara to get a car.","بیان 678: Fatima چھُ Kupwara گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 678: Did Fatima finish making in Kupwara?","مکالمہ 678: کیٛاہ Fatimaن کوٚرا Kupwara منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 679: Ayesha is visiting Budgam to get a key.","بیان 679: Ayesha چھُ Budgam گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 679: Did Ayesha finish learning in Budgam?","مکالمہ 679: کیٛاہ Ayeshaن کوٚرا Budgam منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 680: Omar is visiting Pulwama to get a book.","بیان 680: Omar چھُ Pulwama گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 680: Did Omar finish reading in Pulwama?","مکالمہ 680: کیٛاہ Omarن کوٚرا Pulwama منٛز کتاب پران مکمل؟","conversation"
"Statement 681: Zainab is visiting Ganderbal to get a pen.","بیان 681: Zainab چھُ Ganderbal گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 681: Did Zainab finish writing in Ganderbal?","مکالمہ 681: کیٛاہ Zainabن کوٚرا Ganderbal منٛز قلم لیکھان مکمل؟","conversation"
"Statement 682: Sahil is visiting Jammu to get a phone.","بیان 682: Sahil چھُ Jammu گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 682: Did Sahil finish eating in Jammu?","مکالمہ 682: کیٛاہ Sahilن کوٚرا Jammu منٛز فون کھوان مکمل؟","conversation"
"Statement 683: Adil is visiting Delhi to get a computer.","بیان 683: Adil چھُ Delhi گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 683: Did Adil finish drinking in Delhi?","مکالمہ 683: کیٛاہ Adilن کوٚرا Delhi منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 684: Ahmad is visiting Srinagar to get a bag.","بیان 684: Ahmad چھُ Srinagar گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 684: Did Ahmad finish buying in Srinagar?","مکالمہ 684: کیٛاہ Ahmadن کوٚرا Srinagar منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 685: Ali is visiting Gulmarg to get a clothes.","بیان 685: Ali چھُ Gulmarg گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 685: Did Ali finish selling in Gulmarg?","مکالمہ 685: کیٛاہ Aliن کوٚرا Gulmarg منٛز پلو کینان مکمل؟","conversation"
"Statement 686: Zara is visiting Pahalgam to get a shoes.","بیان 686: Zara چھُ Pahalgam گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 686: Did Zara finish searching in Pahalgam?","مکالمہ 686: کیٛاہ Zaraن کوٚرا Pahalgam منٛز جوتی لبان مکمل؟","conversation"
"Statement 687: Sana is visiting Sonamarg to get a house.","بیان 687: Sana چھُ Sonamarg گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 687: Did Sana finish bringing in Sonamarg?","مکالمہ 687: کیٛاہ Sanaن کوٚرا Sonamarg منٛز گھر انان مکمل؟","conversation"
"Statement 688: Bilal is visiting Anantnag to get a car.","بیان 688: Bilal چھُ Anantnag گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 688: Did Bilal finish making in Anantnag?","مکالمہ 688: کیٛاہ Bilalن کوٚرا Anantnag منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 689: Tariq is visiting Baramulla to get a key.","بیان 689: Tariq چھُ Baramulla گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 689: Did Tariq finish learning in Baramulla?","مکالمہ 689: کیٛاہ Tariqن کوٚرا Baramulla منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 690: Fatima is visiting Kupwara to get a book.","بیان 690: Fatima چھُ Kupwara گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 690: Did Fatima finish reading in Kupwara?","مکالمہ 690: کیٛاہ Fatimaن کوٚرا Kupwara منٛز کتاب پران مکمل؟","conversation"
"Statement 691: Ayesha is visiting Budgam to get a pen.","بیان 691: Ayesha چھُ Budgam گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 691: Did Ayesha finish writing in Budgam?","مکالمہ 691: کیٛاہ Ayeshaن کوٚرا Budgam منٛز قلم لیکھان مکمل؟","conversation"
"Statement 692: Omar is visiting Pulwama to get a phone.","بیان 692: Omar چھُ Pulwama گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 692: Did Omar finish eating in Pulwama?","مکالمہ 692: کیٛاہ Omarن کوٚرا Pulwama منٛز فون کھوان مکمل؟","conversation"
"Statement 693: Zainab is visiting Ganderbal to get a computer.","بیان 693: Zainab چھُ Ganderbal گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 693: Did Zainab finish drinking in Ganderbal?","مکالمہ 693: کیٛاہ Zainabن کوٚرا Ganderbal منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 694: Sahil is visiting Jammu to get a bag.","بیان 694: Sahil چھُ Jammu گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 694: Did Sahil finish buying in Jammu?","مکالمہ 694: کیٛاہ Sahilن کوٚرا Jammu منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 695: Adil is visiting Delhi to get a clothes.","بیان 695: Adil چھُ Delhi گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 695: Did Adil finish selling in Delhi?","مکالمہ 695: کیٛاہ Adilن کوٚرا Delhi منٛز پلو کینان مکمل؟","conversation"
"Statement 696: Ahmad is visiting Srinagar to get a shoes.","بیان 696: Ahmad چھُ Srinagar گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 696: Did Ahmad finish searching in Srinagar?","مکالمہ 696: کیٛاہ Ahmadن کوٚرا Srinagar منٛز جوتی لبان مکمل؟","conversation"
"Statement 697: Ali is visiting Gulmarg to get a house.","بیان 697: Ali چھُ Gulmarg گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 697: Did Ali finish bringing in Gulmarg?","مکالمہ 697: کیٛاہ Aliن کوٚرا Gulmarg منٛز گھر انان مکمل؟","conversation"
"Statement 698: Zara is visiting Pahalgam to get a car.","بیان 698: Zara چھُ Pahalgam گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 698: Did Zara finish making in Pahalgam?","مکالمہ 698: کیٛاہ Zaraن کوٚرا Pahalgam منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 699: Sana is visiting Sonamarg to get a key.","بیان 699: Sana چھُ Sonamarg گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 699: Did Sana finish learning in Sonamarg?","مکالمہ 699: کیٛاہ Sanaن کوٚرا Sonamarg منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 700: Bilal is visiting Anantnag to get a book.","بیان 700: Bilal چھُ Anantnag گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 700: Did Bilal finish reading in Anantnag?","مکالمہ 700: کیٛاہ Bilalن کوٚرا Anantnag منٛز کتاب پران مکمل؟","conversation"
"Statement 701: Tariq is visiting Baramulla to get a pen.","بیان 701: Tariq چھُ Baramulla گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 701: Did Tariq finish writing in Baramulla?","مکالمہ 701: کیٛاہ Tariqن کوٚرا Baramulla منٛز قلم لیکھان مکمل؟","conversation"
"Statement 702: Fatima is visiting Kupwara to get a phone.","بیان 702: Fatima چھُ Kupwara گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 702: Did Fatima finish eating in Kupwara?","مکالمہ 702: کیٛاہ Fatimaن کوٚرا Kupwara منٛز فون کھوان مکمل؟","conversation"
"Statement 703: Ayesha is visiting Budgam to get a computer.","بیان 703: Ayesha چھُ Budgam گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 703: Did Ayesha finish drinking in Budgam?","مکالمہ 703: کیٛاہ Ayeshaن کوٚرا Budgam منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 704: Omar is visiting Pulwama to get a bag.","بیان 704: Omar چھُ Pulwama گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 704: Did Omar finish buying in Pulwama?","مکالمہ 704: کیٛاہ Omarن کوٚرا Pulwama منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 705: Zainab is visiting Ganderbal to get a clothes.","بیان 705: Zainab چھُ Ganderbal گژھان اکھ پلو نینَہ باپت۔","general"
