en,ks,domain
"It is made with fermented rice flour and it's essentially a pancake with crispy edges.","یہِ چھُ خمیر كھٲرِتھ توملہٕ آٹہِ سۭتہِ بناونہٕ یِوان تہٕ یہِ چھُ ضروُری طور ترٛوشو دٔنٛدرِیو پراٹھہٕ آسان ۔","conversation"
"Oh, that sounds tasty.","اوہ ، یہِ چھُ مَزٕدار باسان ۔","conversation"
"We should do this more often.","اَسہِ پَزِ یہِ اکثر کرُن۔","conversation"
"Excuse me, is a gluten-free diet available here?","جِناب یپٲرِ، کیٛاہ ییٚتہِ چھا گلوٗٹین ورٲیی غذا میلان ؟","conversation"
"I'm diabetic and my friend is allergic to gluten.","بہٕ چھُس شُگر مٔریٖض تہٕ میٲنِس دوستَس چھُ گلوٗٹینَس سۭتہِ ایلرجی۔","conversation"
"Of course, what are you interested in having?","بلکُل، توہہِ كیاہ كھینس منزچھِ دِلچسپی ؟","conversation"
"I was hoping that you could recommend some of your dishes.","بہٕ اوسُس وۄمید کران زِ تو٘ہہِ كرِیو پنین كین٘ژن ضِیافتن ہنز سٗفٲرِش ۔","conversation"
"I have heard that this restaurant has very healthy food.","مےٚ چھُ بوٗزمُت زِ یَتھ رٮ۪سٹورنٹَس منٛز چھُ صحت افضا كھین میلان ۔","conversation"
"For customers looking for a gluten-free diet, we offer rice, corn, flax seed, and millet alternatives.","یِم خریدار گلوٗٹین رو٘س كھین ژھاران چھِ تٕمن خٲطرٕ چھِ اسہِ بَتہٕ، مكٲیہ ، ألشہِ بیول تہٕ باجرِ ہٗند متبادل پیش کران۔","conversation"
"We have a range of salads and smoothies as well.","اَسہِ چھِ سلاد تہٕ مزٕ دار چیز تہِ ۔","conversation"
"We have a diabetic-friendly menu too.","اَسہِ چھُ شُگر مٔریٖضن خٲطرٕ تھِ اكھ موضوں مینو۔","conversation"
"I was looking for a local food menu that was gluten-free.","بہٕ اوسُس مقٲمی كھینٗك فہرِست ژھاران یٗس گلوٗٹین رو٘س آسہِ۔","conversation"
"Something like mushroom brown rice or chicken quinoa biryani.","كینژھاہ تِیوٗتھ یِتھ کٔنہِ زن ہیڈر دار كاژٗر بتہٕ یا یا چکن یبٗٹھ، ہٗند بیول تر٘ٲوِتھ بریٲنہِ ۔","conversation"
"Yes, these options are available here.","آ، یِم ژٲر چھِ ییٚتہِ دٔستیاب۔","conversation"
"We also have a few gluten-free soup dishes that you may want to take a look at.","ییٚتہِ چھِ کینٛہہ گلوٗٹین روس شوربہٕ ضِیافتہٕ تہِ ،یِم تو٘ہہِ وٗچھِنہِ یژھِو ۔","conversation"
"What do you wish to have from the diabetic-friendly menu?","توہہِ كہاہ چھِو ڈیابیٹِیز پرحیز والہِ فہرِستہٕ منزٕ كھِیو٘ن ہژھان ؟","conversation"
"I'll have one Sabudane ki khichdi and the mushroom brown rice that I mentioned earlier.","مے٘ گژھِ اکھ سوبوُدانہٕ كھیژٕر تہٕ ہیڈر زگ بتہٕ یہِ مے٘ گوڈٕیہ وو٘ن ۔","conversation"
"What are the options you have for soup?","شوربہٕ منز كیاہ ژورٗو توہہِ ؟","conversation"
"We have a gluten-free french onion soup.","ییٚتہِ چھُ گلوٗٹین روس فرانسیسی گنٛڑٕ شوربہٕ ۔","conversation"
"We also make a savory split pea lentil soup.","بیٚیہِ چھِ أس ییٚتہِ لذیذ مٹر دانہٕ دالہِ شوربہٕ تہِ بناوان۔","conversation"
"Then we have the Pho Bo and a West African peanut butter soup.","بییہِ چھُ اَسہِ ییٚتہِ فو بو تہٕ مغربی افریقی جَلہٕ گوزٕ تھنہِ شوربہٕ ۔","conversation"
"The French onion soup sounds interesting so we'll have two of that.","فرانسیسی گنٛڑٕ شوربہٕ چھٗ دِلچسپ باسان لہذا اَسہِ أنِو یِم زٕ۔","conversation"
"I normally skip the desserts because it's hard to find desserts that are diabetes friendly.","بہٕ چھُس نہٕ عام طور پٲٹھہِ مِیوٗٹھ کھٮ۪وٚان تِکیٛازِ ڈایبٹیز موٲفِق مٹھایہِ ژھانٛڑٕنہِ چھِ مٗشکِل ۔","conversation"
"Oh, don't worry, we have options of diabetic-friendly desserts too.","اوہ، پریشان مَہ گژھِو، اَسہِ چھُ شُگر فری مٹھایَن ہنز ژٲر تہِ ۔","conversation"
"You could try the low-carb peanut butter cookies or the chocolate keto fat bombs.","توہہِ ہٮ۪کِو کم کارب مونگہٕ فلہِ تھنہِ ژوچہِ وٕرِ یا چاکلیٹ کیٹو فیٹ بم آزمٲوِتھ ۔","conversation"
"We also make a good protein cheesecake.","أس چھِ اکھ اصل پروٹین ژامنہِ کیک تہِ بناوان۔","conversation"
"I haven't had a cheesecake in so long because of my diabetes.","واریٛاہ کال ووت مےٚشُگر کہِ وجہ كِنہِ چیزکیک کھٮ۪نَسٕیہ ۔","conversation"
"I'll have the protein cheesecake and a low-carb peanut butter cookie for her.","بہٕ كھیمہٕ پروٹین چیزکیک تہٕ تمِسندِ باپت کم کارب پینٹ بٹر ۔","conversation"
"This restaurant is amazing.","یہِ رٮ۪سٹورنٹ چھُ واریٛاہ اصل۔","conversation"
"Thank you for the compliment.","تعٲریٖف کرنہٕ خٲطرٕ شُکریہ۔","conversation"
"I hope you take the time to leave us a review on Google.","بہٕ چھُس وۄمید کران زِ تو٘ہہِ کٔڑِو گوگلس پٮ۪ٹھ تعاصٗرات لیٚکھنہٕ خٲطرٕ وخ ۔","conversation"
"Please let me know if you need anything at all.","مہربٲنی کٔرِتھ ؤنَزیو مےٚ اگر تۄہہِ کینٛہہ تہِ ضروٗرت آسیو۔","conversation"
"I'll make sure to leave a good review.","بہٕ بناوٕ اكھ رٗت جٲیزٕ لیكھٖٗن یقینی ۔","conversation"
"Yes, have a seat please.","آ، ؤلِو توو تشریف ۔","conversation"
"What can I do for you?","بہٕ کیٛاہ ہٮ۪کہٕ تُہنٛدِ خٲطرٕ کٔرِتھ؟","conversation"
"My name is Anand Yadav.","مےٚ چھُ ناو آنند یادو۔","conversation"
"I'd like to take some money out of my savings account.","بہٕ چھُس پننہِ بچت خاتہٕ مز کینٛہہ پونسٕہ کَڑُن یژھان۔","conversation"
"I'm not sure what the withdrawal procedures are.","مےٚ چھُنہٕ کڑنُک پوٗرٕ طٔریٖقہٕ پتہ۔","conversation"
"Could you please assist me?","توہِہ ہیكوٕٕٕٕٕٕٕٕٕٕٕٕ مے٘ معاوِنت كرِتھ ؟","conversation"
"Sure thing, sir.","ضروُر جناب.","conversation"
"First and foremost, you must complete the withdrawal form.","ساروٕے برٛونٛہہ چھُو تۄہہِ کڑنُک فارم مُکمل کرُن۔","conversation"
"Please enter your account number, name, mobile number, and address in the fields below.","مہربٲنی کٔرِتھ لیٚکھِو دِژمژن جاین اندر پنُن خاتہٕ نمبَر، ناو، موبایِل نمبَر، تہٕ پتاہ ۔","conversation"
"Okay. Do I have to sign here?","ٹھیٖک چھُ، مےٚ چھا ییٚتیتھ دستخط کرُن؟","conversation"
"Ofcourse. Please do so.","بالکُل۔ مہربٲنی کٔرِتھ کٔرِو۔","conversation"
"How much money do you want to withdraw?","توہہِ کۭتیاہ پونٛسہٕ چھِو کَڑٕنہِ یژھان؟","conversation"
"I require a withdrawal of Rs.100,000/-.","مےٚ چھِ /-100,000 رۄپیہِ کَڑنٕچ ضروٗرت۔","conversation"
"Please fill out the form with the amount in words and figures, Sir.","مہربٲنی کٔرِتھ بٔرِو فارمس منز رقم ہیندسن تہٕ لفضن منز ، جناب۔","conversation"
"Please remember to sign your name at the bottom of the withdrawal form.","مہربٲنی کٔرِتھ تھٲیزیو کیاد ڑنکِس فارمَس بوٚنہٕ کَنہِ پننہِ ناوُک دستخط کرُن یاد ۔","conversation"
"Fine. I'll remember that.","ٹھیٖک چھُ، بہٕ تھاوٕ تہِ یاد۔","conversation"
"Which of the following is the withdrawal counter?","یِمو منٛز کُس چھُ وِڈراول کاونٹر؟","conversation"
"Sir, please proceed to Counter No. 2.","جناب، مہربٲنی کٔرِتھ گژھِو کاونٹر نمبَر 2ہس كٗن ۔","conversation"
"The employee at the counter will confirm the customer's account number and name.","کاونٹرَس پٮ۪ٹھ مُلٲزِم کرِ خریدار سُنٛد خاتہٕ نمبَر تہٕ ناوچہِ تصدیق ۔","conversation"
"And you will receive the funds.","تہٕ تۄہہِ میلوٕٕٕٕٕٕٕٕٕٕٕٕٕٕٕٕ رقم ۔","conversation"
"Thank you!","تُہُنٛد شُکریہ!","conversation"
"Can I do anything else for you?","کیٛاہ بہٕ ہٮ۪کا تۄہہِ خٲطرٕ بیٚیہِ کینٛہہ کٔرِتھ؟","conversation"
"I require one more assistance.","مےٚ چھِٗ بیٚیہِ اکھ مددتھ ضروٗرت۔","conversation"
"How can I know the account balance after the withdrawal?","بہٕ کِتھٕہ کٔنہِ ہٮ۪کہٕ پونٛسہٕ کڑنہٕ پتہٕ خاتس منز بقایا وٗچھِتھ؟","conversation"
"Sir, please ask the counter staff to enter the balance amount in the passbook.","جناب، مہربٲنی کٔرِتھ ؤنِو کاونٛٹر عملس بقایا رقم م پاس بُکَس منٛز درج كرٗن ۔","conversation"
"Alright! Thank you very much.","ٹھیٖک چھُ! تُہُنٛد سٮ۪ٹھاہ شُکریہ۔","conversation"
"Welcome sir!","تٗہٗند خوش آمدید جناب!","conversation"
"Thanks for being the valuable customer.","شُکریا مو٘لٗل گر٘اك آسنہٕ باپتھ ۔","conversation"
"Visit again.","بیٚیہِ یٖزیو۔","conversation"
"Are you into sports films?","ژٕ چھُکھٕا كھیل چین فِلمن منز ؟","conversation"
"You know the ones in which they tell the story of real sports players.","ژےٚ چھیٚیہِ تِمہٕ پیہ, یِمن منٛز اصلی کھِلاڑٮ۪ن ہٕنٛزٕ دٔلیٖلہٕ چھےٚ ونٛنہٕ یوان۔","conversation"
"It is so inspiring.","یہِ چھِ تِیوٗت ترغیب دِوان ۔","conversation"
"I started liking them after I watched Mary Kom.","مےٚ ہٮ۪ژن میری کوم وٕچھنہٕ پتہٕ تمہٕ خۄش کرنہِ۔","conversation"
"It felt so good watching that.","مے٘ كو٘ر یہِ وٗچھٗن خو٘ش ۔","conversation"
"Oh I love those movies.","آ مےٚ چھےٚ یمہِ فِلمہٕ خۄش کران۔","conversation"
"My favourite is Bhaag Milkha bhaag.","میٲنہِ پسندیدٕ چھِ بھاگ مِلکھا بھاگ۔","conversation"
"It's a 2013 movie about the athlete Milkha Singh.","یہٕ چھےٚ 2013 ہٕچ فِلِم یۄسہٕ کھلٲڑِ مِلکھا سِنٛگھس پٮ۪ٹھ چھےٚ۔","conversation"
"Do you know how awesome that person is?","ژےٚ چھیٚیہِ پے سہُ کوتاہ اصٕل اِنسان چھٗ؟","conversation"
"He's also known as The Flying Sikh!","تٔمِس چھِ فلاینٛگ سِکھ تہِ ونان ۔","conversation"
"Oh I love that guy!","آ مےٚ چھُ سہُ خۄش کران۔","conversation"
"He is the only athlete to win gold at 400 metres at the Asian Games and the Commonwealth Games.","سہُ چھُوٲحد کھِلٲڑِ ییٚمہِ ایشین گیمن تہٕ کامن وٮ۪لتھ گیمن منٛز ژۄن ہتن میٖٹرن ہٗند گولڈ زیٛوّن۔","conversation"
"How cool is that?","یہِ کوتاہ جان گوٚو؟","conversation"
"He also won gold medals in the 1958 and1962 Asian Games.","تٔمۍ زیٖنۍ 1958 تہٕ 1962 چٮ۪ن ایشین گیمزن منٛز تہِ گولڈ مٮ۪ڈل۔","conversation"
"I aspire to be like him one day.","بہِ چھُس یژھان اکہِ دۄہ تٔمِسٕیہ ہیُو بنُن۔","conversation"
"He has got a Padma Shri.","تٔمِس چھُ پدم شری تہِ میلیٛومُت","conversation"
"I wish to get one after I become an awesome athlete like him.","مےٚ تہِ گوٚژھ اکھ میلُن ییٚلہِ بہٕ تٔمِس ہیُو اصٕل کھِلٲڑِ بنہٕ۔","conversation"
"And that race where he finished fourth?","تہٕ سۄ دور یتھ منٛز تٔمہِ ژوُرِم جایہ پرٲو؟","conversation"
"The 400-metres final at the 1960 Olympic Games?","1960 کٮ۪ن آلمپِك کھیلن منٛز 400 میٖٹر فاینل؟","conversation"
"I think that is what he is best remembered for.","میٲنہِ کِنہِ چھُ سہُ امی خٲطرٕ زیٛادٕ زانٛنہٕ یِوان۔","conversation"
"I once had to write a project report on him.","مےٚ اوس اکہِ پھِرِ تس مُتعلِق اکھ پرٛوجکٹ رِپورٹ لیکھُن۔","conversation"
"I read up a lot about him.","مےٚ پوٚر تس متعلِق واریاہ۔","conversation"
"That time he finished fourth, he set an Indian National Record that was not broken for like 40 years!","تٔمہِ وِزِ آو سہٗ ژوُرِٕس نمبرس پیٹھ فورتھ فِنِش کوٚر، تٔمہِ بنوو اكھ ہندوستٲنہِ قومی رِکارڈ یُس نہٕ پتہٕ لگ بگ ژتجِہن ؤرِین تام پھٕٹراونہٕ آو۔","conversation"
"I heard a lot about him while growing up.","مےٚ چھُ بڑان بڑان تس متعلِق واریاہ بوٗزمُت۔","conversation"
"My dad was a die-hard fan.","میون مول اوس تٔمۍ سُنٛد زبردس مداع۔","conversation"
"I also read his autobiography.","مےٚ چھےٚ تٔمہِ سٕنٛز سوانح حیات تہِ پٔرمٕژ۔","conversation"
"It was after reading that I thought I'll watch the movie.","سۄ پرنہٕ پتیہ کوٚر مےٚ یہِ فِلِم وٕچھنُک فٲصلہٕ۔","conversation"
"It was so worth it.","یہِ ٲس وٕٗچھِنہِ لایق۔","conversation"
"The movie won many awards too.","اتھ فِلمہِ آیہِ واریاہ ینعام تہِ دِنہٕ۔","conversation"
"Farhan Akhtar has done a great job.","فرہان اخترن چھےٚ اتھ منٛز اصٕل کٲم کٔرمٕژ ۔","conversation"
"It would be cool if you become a great athlete like Milkha Singh.","یہِ گژھِ جان اگر ژٕ تہِ مِلکھا سِنٛگٕنۍ پٲٹھہِ اکھ بوٚڑ کھِلٲڑِ بنکھ ۔","conversation"
"Hello, is this the Jaipur City Palace?","ہے ۔ یہِ چھا جے پور سٹی محل؟","conversation"
